uri,date_added,main_artist,track_name,popularity
spotify:track:7aRCf5cLOFN1U7kvtChY1G,2023-04-07,Drake,Search & Rescue,0
spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,2023-04-07,NLE Choppa,SLUT ME OUT,84
spotify:track:4mWbFYZ9P14Ulf1LIFZGhH,2023-04-07,Gucci Mane,06 Gucci (feat. DaBaby & 21 Savage),71
spotify:track:410ZZP746AQeiywhKvXWCo,2023-04-07,"Tyler, The Creator",SORRY NOT SORRY,80
spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,2023-04-07,Metro Boomin,Trance (with Travis Scott & Young Thug),88
spotify:track:5m0yZ33oOy0yYBtdTXuxQe,2023-04-07,Lil Baby,Low Down,79
spotify:track:0FA4wrjDJvJTTU8AepZTup,2023-04-07,Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix,89
spotify:track:52NGJPcLUzQq5w7uv4e5gf,2023-04-07,Don Toliver,Private Landing (feat. Justin Bieber & Future),84
spotify:track:0B0Xu2ih8fWpcwyxAt1c7m,2023-04-07,Joyner Lucas,Blackout,0
spotify:track:7oLKoGzQVwjZ91AzCn560T,2023-04-07,Superstar Pride,PAINTING PICTURES,87
spotify:track:35NkPKSmtu6lCht95nukpr,2023-04-07,YoungBoy Never Broke Again,WTF (feat. Nicki Minaj),0
spotify:track:7iTTWHbr4tAlsRJN4m4bay,2023-04-07,Lil Yachty,Strike (Holster),0
spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,2023-04-07,Rod Wave,Fight The Feeling,73
spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,2023-04-07,Drake,Spin Bout U,84
spotify:track:0judK8TqYfvwUohBngUxrE,2023-04-07,"Tyler, The Creator",DOGTOOTH,82
spotify:track:6UN73IYd0hZxLi8wFPMQij,2023-04-07,Coi Leray,Players,92
spotify:track:0yUaLqhsVsguBpoOPL4cO7,2023-04-07,Ice Spice,In Ha Mood,86
spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,2023-04-07,Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],90
spotify:track:4tiKQGqkoVmvshWNFDvFxG,2023-04-07,Rae Sremmurd,Mississippi Slide,27
spotify:track:0oWL7FTlaA1YtsRRuiF4Xs,2023-04-07,Quavo,Honey Bun,70
spotify:track:4MUlNqSrMeFAHA6VpJKMo8,2023-04-07,Polo G,No Time Wasted (feat. Future),76
spotify:track:2PoV6mOIsOq6grbC4a0ZNz,2023-04-07,DDG,This Summer,0
spotify:track:31yydnZnSeCwkRPY7tlgQJ,2023-04-07,Nardo Wick,Hot Boy (feat. Lil Baby),71
spotify:track:5ht9obvnnWeW4eoRtPAoQD,2023-04-07,Ghostluvme,Fact (feat. Lil Uzi Vert),77
spotify:track:7qAwnjc2qPbpK1gB4VRwXW,2023-04-07,Internet Money,I Remember (feat. Roddy Ricch & Kodak Black),72
spotify:track:1T4k0sw0HldDg004Kw4Oct,2023-04-07,Lil Baby,Forever (feat. Fridayy),77
spotify:track:72UidoFGPPqJduJn9YAyYk,2023-04-07,Luh Tyler,Back Flippin,49
spotify:track:2eN0rxTtgxKkmVCNgizayr,2023-04-07,Quavo,Greatness,76
spotify:track:4ZYAU4A2YBtlNdqOUtc7T2,2023-04-07,Nicki Minaj,Red Ruby Da Sleeze,84
spotify:track:4WuOWVnAqvEQxgSRrspBgt,2023-04-07,Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],84
spotify:track:2f9JzwRy6Ofr5ixvN0ojKt,2023-04-07,OHGEESY,GEEKALEEK (feat. Cash Kidd),70
spotify:track:5VKG8ary0JW6iKemhmznzS,2023-04-07,Marshmello,Grown Man,75
spotify:track:6w9GrSUaQQIaMBYtabge7p,2023-04-07,Don Toliver,Embarrassed (feat. Travis Scott),78
spotify:track:4EgZqNfwsDJ1HvvSMEXypp,2023-04-07,DJ Drama,Andale,63
spotify:track:1iQxvF3AQ7Bs3RTBuXqZOA,2023-04-07,Key Glock,Dirt,68
spotify:track:0UMqDSXk4xvoCNRrIEPf7T,2023-04-07,Gucci Mane,King Snipe,73
spotify:track:0T0vseuNB4KC8opkrCLNbc,2023-04-07,NLE Choppa,23,70
spotify:track:3u9PAti8muEXXvEjeFpQK0,2023-04-07,"Tyler, The Creator",WHARF TALK (feat. A$AP Rocky),76
spotify:track:4CCrZzRdeWYrWJ0DoN4XCa,2023-04-07,TiaCorine,FreakyT,72
spotify:track:39uEuUEWsAZtozSQRPlf62,2023-04-07,BIA,I'M THAT BITCH,70
spotify:track:2ehLKvUsJq3EUAPpvT5GOM,2023-04-07,Lil Wayne,Kant Nobody (feat. DMX),73
spotify:track:0sKJExQWRKxd76gSSwrsaI,2023-04-07,Fast & Furious: The Fast Saga,"Let's Ride (feat. YG, Ty Dolla $ign, Lambo4oe) - Trailer Anthem",66
spotify:track:2g9dhCaJiK7D0FOgZ9vJlR,2023-04-07,Big Boss Vette,Pretty Girls Walk (with Coi Leray) - Remix,68
